,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,mean_train_score,std_train_score
0,1.151704364352756,0.0040063969689732755,0.005223406685723199,0.0004158937397121407,10,8,8,50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 50}",0.7725780117455336,0.7740175432742968,0.7596553074849831,0.7837080523743406,0.7799822710877908,0.7746055600480467,0.8021813213890283,0.7558551846089216,0.7565416518455392,0.77323610042872,0.013988711127392098,61,0.7840106343963548,0.7914064013401089,0.7873821785165409,0.7901202416827773,0.7891492907790104,0.7914073877063958,0.7903248570505953,0.7890439968817218,0.7842475680013384,0.7885658395949826,0.0026461914379967283
1,2.302852683597141,0.004000567351159897,0.009779665205213759,0.0004156955451907307,10,8,8,100,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 100}",0.7752322835982385,0.7746197648178458,0.7603852955763813,0.7851797767914439,0.7807577181938109,0.7753871334681897,0.8016066262167529,0.7580686863702624,0.7615237372800993,0.7747512247014473,0.013022850690307793,55,0.7875202614984881,0.7919677017994448,0.7883437684640757,0.7919436680273289,0.7908741123465519,0.7919513042368987,0.7900163960393844,0.7908514814072549,0.7906031938954114,0.7904524319683154,0.0015040848988555826
2,3.4447783364189997,0.007274107735220973,0.014114035500420464,0.0005666311916620141,10,8,8,150,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 8, 'n_estimators': 150}",0.7737645713441474,0.7751498103143226,0.7607791362876191,0.7837857108592884,0.7812777978272558,0.7745025582832226,0.8006339007022893,0.7580363957480865,0.7610970875066096,0.7743363298747601,0.012714017587151656,58,0.7868389444178623,0.7921840734970013,0.7892863902790054,0.7912874123640135,0.7907800428176295,0.7912974241051889,0.7894567777779627,0.791503414321043,0.7906606156303128,0.7903661216900022,0.0015277524216194245
3,1.1493704848819308,0.00324760967405734,0.005001094606187608,3.4539977207197867e-07,10,8,16,50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 50}",0.7725780117455336,0.7740175432742968,0.7596553074849831,0.7837080523743406,0.7799822710877908,0.7746055600480467,0.8021813213890283,0.7558551846089216,0.7565416518455392,0.77323610042872,0.013988711127392098,61,0.7840106343963548,0.7914064013401089,0.7873821785165409,0.7901202416827773,0.7891492907790104,0.7914073877063958,0.7903248570505953,0.7890439968817218,0.7842475680013384,0.7885658395949826,0.0026461914379967283
4,2.2940733432769775,0.007863344765180101,0.009669197930230035,0.00047168894500759177,10,8,16,100,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 100}",0.7752322835982385,0.7746197648178458,0.7603852955763813,0.7851797767914439,0.7807577181938109,0.7753871334681897,0.8016066262167529,0.7580686863702624,0.7615237372800993,0.7747512247014473,0.013022850690307793,55,0.7875202614984881,0.7919677017994448,0.7883437684640757,0.7919436680273289,0.7908741123465519,0.7919513042368987,0.7900163960393844,0.7908514814072549,0.7906031938954114,0.7904524319683154,0.0015040848988555826
5,3.4467787742614746,0.0055189625634193135,0.0141142209370931,0.00031413461143033647,10,8,16,150,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 16, 'n_estimators': 150}",0.7737645713441474,0.7751498103143226,0.7607791362876191,0.7837857108592884,0.7812777978272558,0.7745025582832226,0.8006339007022893,0.7580363957480865,0.7610970875066096,0.7743363298747601,0.012714017587151656,58,0.7868389444178623,0.7921840734970013,0.7892863902790054,0.7912874123640135,0.7907800428176295,0.7912974241051889,0.7894567777779627,0.791503414321043,0.7906606156303128,0.7903661216900022,0.0015277524216194245
6,1.1608182324303522,0.04037132421341058,0.004889647165934245,0.0003142189239445434,10,8,20,50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20, 'n_estimators': 50}",0.7725778441552387,0.7733406652305935,0.7595468074137044,0.7835035534929757,0.7799753387062047,0.7746655229150855,0.8017922090253746,0.7556436585091764,0.756394903704585,0.773048944794771,0.01394026209261766,63,0.7831963576641896,0.7906347339046528,0.7867470571835264,0.7894158697582182,0.7883799633497218,0.7905658391073918,0.7891987055353631,0.7881145367299107,0.7834795168427857,0.7877480644528622,0.002616885249955702
7,2.3243057197994657,0.04952876834858051,0.009335517883300781,0.0004713142216011026,10,8,20,100,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20, 'n_estimators': 100}",0.7750804162660936,0.7738260395023571,0.7602864053861537,0.784829590517681,0.780732635227459,0.7753341379908172,0.801166641866672,0.757962297990154,0.761326177831744,0.7745049269532368,0.01294095176917562,57,0.7867088489418003,0.7910929699435149,0.7877109529401007,0.7911408767205109,0.790136614277059,0.7912146395989647,0.7889534805593118,0.7899865560045625,0.7898078688660947,0.7896392008724354,0.0014915436260065982
8,3.4568161169687905,0.04345715105355471,0.014114697774251303,0.0007373217814501544,10,8,20,150,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20, 'n_estimators': 150}",0.7736827817430388,0.7743792367866618,0.7606675364118796,0.7833245151276783,0.7811906428887552,0.7744258347469344,0.8002632339616984,0.7578450647225721,0.7609154101138345,0.7740771396114503,0.012643507889647094,60,0.7860141650146458,0.7912999218686796,0.788633859917587,0.7903804195130352,0.790026745844792,0.7905063207981161,0.7883770606458411,0.7906040906591818,0.7898753997782657,0.7895242204489049,0.0015210339492346453
9,1.1570388211144342,0.01954794205176768,0.005334721671210395,0.0004713519177214811,10,12,8,50,"{'max_depth': 10, 'min_samples_leaf': 12, 'min_samples_split': 8, 'n_estimators': 50}",0.7724802947256861,0.7657656902009213,0.760168083595714,0.7797495755284914,0.7779495116494919,0.7692157040633355,0.7975684378302411,0.7509754358774685,0.7554297372130818,0.7699224967427146,0.013390723163142004,70,0.7821722605494863,0.7863632560728293,0.7854656765491703,0.7862337389196847,0.7839714157234146,0.787351679335129,0.7847602301294799,0.7833706367568992,0.7821956792860824,0.7846538414802418,0.0017537269060132895
